transacao1,transacao2
17.97647309412493,5.038364906461949
28.783271280644193,37.67276672735828
11.975249105860078,-28.47593936982011
15.91188388821428,-10.197377491052382
5.488445902860607,8.752535230666428
-1.8550493370484267,46.51708122876929
-63.71889880382344,-1.2046060644055072
10.971168383186283,-11.989933362173566
-17.247205130520356,-14.247940188449203
15.74346356830415,-39.613114749902714
-30.314840070339287,6.853333793226428
-13.179222726076691,-5.600458308112728
-39.1791094512599,20.393281568713494
-15.284886283847909,-14.439752403855024
7.289814895620221,-0.08099288280920863
20.15017778257093,-19.380690230119363
6.116880695787104,-5.757877272793204
-3.173432104802911,-13.222128346318474
25.444984662223476,-11.211487290628739
-22.685075781480695,-6.173409134549034
-20.617491108994862,37.24630987952544
2.0816108598548535,-21.280185702599383
-33.356614695277905,2.353149004859935
15.629646822087317,26.72776901188444
-5.143175936649031,7.9766357679235576
7.669211197805405,12.935183886301068
27.354746200294564,-24.287606792409147
-21.49325303019478,-9.95550746053108
-3.9578849498527675,-0.17964802880361597
6.9590124860050615,-7.242887623582326
-37.702626799885536,9.140077419172973
32.25322510233668,-29.39055111589684
-10.968779872176777,-13.039350827121348
20.303049384957298,4.740992558518337
0.7373938544673073,58.846545699544166
9.569248268480692,-26.786579727382595
6.122953713145862,-9.651217589035932
-19.492065288790286,-9.402667027676422
-8.419675635655233,-2.3096007752540246
11.690016834522547,-23.23455123034535
22.51432527946683,-11.868005837303734
13.41507576800826,-12.349768040204394
-9.111367867994435,18.509635362912924
-30.843665786101848,42.96767466316331
-5.227633761448676,-43.49752426557658
-34.24770992531081,-7.840210461366738
-13.506873780898658,3.0922308102098874
19.98492028609079,-57.63662828433753
10.51849564974793,14.140659537862678
-10.61570935948579,-3.0440429894083576
-24.868262774095044,0.44390072465314073
7.2964338998241365,9.601362514621076
-11.995484327182025,-16.195186417949834
-7.8743308350012615,11.650024677103023
-15.461111900950737,9.540848656792294
-8.834710744379628,13.23444452544485
-66.92565538142776,-5.793827817399785
16.07265909998685,3.1489711103806624
16.28400257983409,-12.923184890929695
-12.471160308380151,-21.88992112099435
-25.71666777676046,-29.056748319161464
